City,Country,Latitude,Longitude,Population,Elevation,Timezone,GMT_offset
Larisa,Greece,39.63689,22.41761,144651,84,Europe/Athens,2
Larkana,Pakistan,27.55898,68.21204,364033,52,Asia/Karachi,5
Larkhall,United Kingdom,55.73333,-3.96667,15020,117,Europe/London,0
Larnaca,Cyprus,34.92291,33.6233,72000,9,Asia/Nicosia,2
Larne,United Kingdom,54.85,-5.81667,18421,4,Europe/London,0
Larvik,Norway,59.05328,10.03517,23113,49,Europe/Oslo,1
Las Animas,Chile,-39.80867,-73.21821,30000,10,America/Santiago,-3
Las Brenas,Argentina,-27.08966,-61.08161,26955,104,America/Argentina/Cordoba,-3
Las Cabezas de San Juan,Spain,36.9838,-5.93933,16464,46,Europe/Madrid,1
Las Choapas,Mexico,17.91177,-94.09646,42693,22,America/Mexico_City,-6
Las Cruces,United States,32.31232,-106.77834,101643,1189,America/Denver,-7
Las Cumbres,Panama,9.09211,-79.53895,69102,93,America/Panama,-5
Las Delicias,Mexico,32.40889,-116.94361,15486,277,America/Tijuana,-8
Las Gabias,Spain,37.13548,-3.67029,16369,686,Europe/Madrid,1
Las Margaritas,Mexico,16.31265,-91.98107,20786,1516,America/Mexico_City,-6
Las Matas de Farfan,Dominican Republic,18.87309,-71.51656,21802,451,America/Santo_Domingo,-4
Las Palmas de Gran Canaria,Spain,28.09973,-15.41343,381847,23,Atlantic/Canary,0
Las Piedras,Uruguay,-34.7302,-56.21915,69682,72,America/Montevideo,-3
Las Pinas,Philippines,14.45056,120.98278,590000,17,Asia/Manila,8
Las Pintas de Arriba,Mexico,20.57376,-103.32345,22838,1548,America/Mexico_City,-6
Las Pintitas,Mexico,20.56444,-103.30222,26500,1541,America/Mexico_City,-6
Las Rosas,Mexico,16.36574,-92.3704,18817,1312,America/Mexico_City,-6
Las Rozas de Madrid,Spain,40.49292,-3.87371,86340,718,Europe/Madrid,1
Las Tejerias,Venezuela,10.25416,-67.17333,33320,506,America/Caracas,-4
Las Torres de Cotillas,Spain,38.02822,-1.24188,21062,87,Europe/Madrid,1
Las Tres Torres,Spain,41.39989,2.12931,16532,113,Europe/Madrid,1
Las Tunas,Cuba,20.96167,-76.95111,203684,91,America/Havana,-5
Las Vegas,United States,36.17497,-115.13722,623747,613,America/Los_Angeles,-8
Lasarte,Spain,43.26774,-2.02169,17782,16,Europe/Madrid,1
Lasem,Indonesia,-6.6922,111.4527,28948,12,Asia/Jakarta,7
Lashio,Myanmar,22.9359,97.7498,131016,845,Asia/Yangon,6.5
Lashkar Gah,Afghanistan,31.59382,64.37161,43934,786,Asia/Kabul,4.5
Lask,Poland,51.59056,19.13278,18577,171,Europe/Warsaw,1
Lat Yao,Thailand,15.751,99.78925,17506,62,Asia/Bangkok,7
Latacunga,Ecuador,-0.93521,-78.61554,51717,2769,America/Guayaquil,-5
Latakia,Syria,35.53168,35.79011,340181,29,Asia/Damascus,2
Latehar,India,23.74423,84.49984,20769,388,Asia/Kolkata,5.5
Latham,United States,42.74702,-73.75901,20736,110,America/New_York,-5
Lathi,India,21.7231,71.38843,22745,130,Asia/Kolkata,5.5
Lathrop,United States,37.8227,-121.27661,20866,6,America/Los_Angeles,-8
Latina,Italy,41.46614,12.9043,76305,27,Europe/Rome,1
Latina,Spain,40.38897,-3.74569,256644,652,Europe/Madrid,1
Lattes,France,43.56775,3.90279,17390,7,Europe/Paris,1
Latur,India,18.39721,76.56784,348967,638,Asia/Kolkata,5.5
Lauchhammer,Germany,51.48813,13.76623,18990,99,Europe/Berlin,1
Lauda-Konigshofen,Germany,49.56526,9.70816,15278,195,Europe/Berlin,1
Lauderdale Lakes,United States,26.16647,-80.20838,34796,7,America/New_York,-5
Lauderhill,United States,26.14036,-80.21338,71579,7,America/New_York,-5
Lauf an der Pegnitz,Germany,49.51386,11.28247,26403,334,Europe/Berlin,1
Laukaa,Finland,62.41407,25.95194,17093,89,Europe/Helsinki,2
Launceston,Australia,-41.43876,147.13467,106153,11,Australia/Hobart,11
Laungowal,India,30.19393,75.68089,21880,235,Asia/Kolkata,5.5
Laupheim,Germany,48.22786,9.87874,19012,504,Europe/Berlin,1
Laur,Philippines,15.5865,121.1834,19206,73,Asia/Manila,8
Laurel,United States,31.69405,-76.84831,16713,52,America/Chicago,-5
Laurelton,United States,40.67019,-73.74659,21053,8,America/New_York,-5
Laurinburg,United States,34.77405,-79.46282,15507,69,America/New_York,-5
Lauro de Freitas,Brazil,-12.89444,-38.32722,141280,10,America/Bahia,-3
Lausanne,Switzerland,46.516,6.63282,139111,453,Europe/Zurich,1
Lautaro,Chile,-38.53066,-72.43652,21579,217,America/Santiago,-3
Lautoka,Fiji,-17.61686,177.45049,52500,47,Pacific/Fiji,13
Lauttasaari,Finland,60.15896,24.86797,20000,16,Europe/Helsinki,2
Laval,Canada,45.56995,-73.692,376845,34,America/Toronto,-5
Laval,France,48.07247,-0.77019,50489,54,Europe/Paris,1
Laventille,Trinidad and Tobago,10.64917,-61.49889,21000,28,America/Port_of_Spain,-4
Lavradio,Portugal,38.66808,-9.05204,21877,10,Europe/Lisbon,0
Lavras,Brazil,-21.24528,-44.99972,81472,924,America/Sao_Paulo,-3
Lavras da Mangabeira,Brazil,-6.75333,-38.96444,17221,241,America/Fortaleza,-3
Lawang,Indonesia,-7.8353,112.6947,159380,509,Asia/Jakarta,7
Lawar Khas,India,29.11091,77.77767,19556,240,Asia/Kolkata,5.5
Lawas,Malaysia,4.8604,115.409,38385,10,Asia/Kuching,8
Lawndale,United States,33.88724,-118.35257,33430,19,America/Los_Angeles,-8
Lawrence,United States,38.97167,-71.16311,47809,20,America/Chicago,-5
Lawrence Park South,Canada,43.71721,-79.40604,15179,174,America/Toronto,-5
Lawrenceville,United States,33.95621,-83.98796,30493,326,America/New_York,-5
Lawton,United States,34.60869,-98.39033,96655,342,America/Chicago,-6
Laxou,France,48.68372,6.14929,16323,225,Europe/Paris,1
Layton,United States,41.06022,-111.97105,74143,1327,America/Denver,-7
Layyah,Pakistan,30.96128,70.93904,78954,151,Asia/Karachi,5
Lazarevac,Serbia,44.38534,20.2557,23551,117,Europe/Belgrade,1
Lazarevskoye,Russia,43.90886,39.33137,30000,10,Europe/Moscow,3
Lazaro Cardenas,Mexico,30.52815,-115.92617,16294,24,America/Tijuana,-8
Lazdynai,Lithuania,54.66815,25.20684,31097,117,Europe/Vilnius,2
Laziska Gorne,Poland,50.14952,18.84215,21983,349,Europe/Warsaw,1
Le Blanc-Mesnil,France,48.93872,2.46138,48077,48,Europe/Paris,1
Le Bouscat,France,44.86488,-0.59864,24232,12,Europe/Paris,1
Le Camas,France,43.29469,5.39415,16585,39,Europe/Paris,1
Le Cannet,France,43.57662,7.01912,43353,94,Europe/Paris,1
Le Chesnay,France,48.8222,2.12213,29154,122,Europe/Paris,1
Le Creusot,France,46.80714,4.41632,25590,367,Europe/Paris,1
Le Francois,Martinique,14.61513,-60.90311,19682,14,America/Martinique,-4
Le Gosier,Guadeloupe,16.20618,-61.49306,28698,24,America/Guadeloupe,-4
Le Grand-Quevilly,France,49.40076,1.04582,26522,47,Europe/Paris,1
Le Havre,France,49.4938,0.10767,185972,12,Europe/Paris,1
Le Hochet,Mauritius,-20.13859,57.53013,15197,35,Indian/Mauritius,4
Le Kremlin-Bicetre,France,48.81471,2.36073,27867,66,Europe/Paris,1
Le Lamentin,Martinique,14.61341,-60.99964,39229,10,America/Martinique,-4
Le Mans,France,48.0021,0.20251,144515,65,Europe/Paris,1
Le Mee-sur-Seine,France,48.53157,2.62829,22058,71,Europe/Paris,1
Le Moule,Guadeloupe,16.33164,-61.34656,22692,8,America/Guadeloupe,-4
Le Pecq,France,48.89317,2.10371,16534,34,Europe/Paris,1
Le Perreux-sur-Marne,France,48.85,2.5,32015,57,Europe/Paris,1
Le Petit-Quevilly,France,49.41338,1.06155,22691,29,Europe/Paris,1
Le Plessis-Robinson,France,48.78889,2.27078,22510,159,Europe/Paris,1
Le Plessis-Trevise,France,48.81074,2.57363,18618,105,Europe/Paris,1
Le Pontet,France,43.96119,4.86008,16182,25,Europe/Paris,1
Le Port,Reunion,-20.93752,55.29415,40771,22,Indian/Reunion,4
Le Pre-Saint-Gervais,France,48.88549,2.40422,17786,65,Europe/Paris,1
Le Puy-en-Velay,France,45.04366,3.88523,22718,640,Europe/Paris,1
Le Robert,Martinique,14.67751,-60.94228,23814,8,America/Martinique,-4
Le Tampon,Reunion,-21.2766,55.51766,69986,585,Indian/Reunion,4
Le Vesinet,France,48.89281,2.13308,16740,41,Europe/Paris,1
League City,United States,29.50745,-95.09493,98312,9,America/Chicago,-6
Lealman,United States,27.82114,-82.67927,19879,19,America/New_York,-5
Leamington,Canada,42.05009,-82.59981,32991,188,America/Toronto,-5
Leander,United States,30.57881,-97.85307,37889,301,America/Chicago,-6
Leaside-Bennington,Canada,43.7038,-79.36607,16828,135,America/Toronto,-5
Leatherhead,United Kingdom,51.29652,-0.3338,43544,41,Europe/London,0
Leavenworth,United States,39.31111,-94.92246,35980,258,America/Chicago,-6
Leawood,United States,38.96667,-94.6169,34579,293,America/Chicago,-6
Lebach,Germany,49.41122,6.90988,21583,221,Europe/Berlin,1
Lebaksiu,Indonesia,-7.0496,109.1441,33606,149,Asia/Jakarta,7
Lebanon,United States,36.20811,-122.90703,15892,107,America/Chicago,-5
Lebbeke,Belgium,51.00464,4.13457,17372,6,Europe/Brussels,1
"Lebedyan'",Russia,53.01942,39.16639,22970,128,Europe/Moscow,3
Lebedyn,Ukraine,50.58518,34.4849,27695,122,Europe/Kiev,2
Lebork,Poland,54.53921,17.75012,35161,18,Europe/Warsaw,1
Lebowakgomo,South Africa,-24.2,29.5,33308,1161,Africa/Johannesburg,2
Lebrija,Spain,36.92077,-6.07529,26434,41,Europe/Madrid,1
Lebu,Chile,-37.60825,-73.65356,22345,12,America/Santiago,-3
Leca da Palmeira,Portugal,41.191,-8.70027,17996,18,Europe/Lisbon,0
Leca do Bailio,Portugal,41.21201,-8.63422,16103,90,Europe/Lisbon,0
Lecce,Italy,40.35481,18.17244,80695,53,Europe/Rome,1
Lecco,Italy,45.85589,9.39704,46580,223,Europe/Rome,1
Lecheng,"China, People's Republic of",25.128,113.35041,124268,109,Asia/Shanghai,8
Leczna,Poland,51.30121,22.88135,21719,172,Europe/Warsaw,1
Leczyca,Poland,52.05959,19.19972,15528,112,Europe/Warsaw,1
Lede,Belgium,50.96626,3.98594,16813,25,Europe/Brussels,1
Leduc,Canada,53.26682,-113.55201,15561,728,America/Edmonton,-7
Ledyard,United States,41.43982,-72.01424,15212,100,America/New_York,-5
Ledziny,Poland,50.14264,19.13149,16305,263,Europe/Warsaw,1
"Lee's Summit",United States,38.91084,-94.38217,95094,323,America/Chicago,-6
Leeds,United Kingdom,53.79648,-1.54785,455123,50,Europe/London,0
Leek,Netherlands,53.1625,6.37639,19651,2,Europe/Amsterdam,1
Leek,United Kingdom,53.10434,-2.02207,19903,197,Europe/London,0
Leer,Germany,53.23157,7.461,33886,7,Europe/Berlin,1
Leerdam,Netherlands,51.89333,5.09167,20758,3,Europe/Amsterdam,1
Leesburg,United States,28.81082,-77.5636,21993,103,America/New_York,-5
Leeuwarden,Netherlands,53.20139,5.80859,91424,0,Europe/Amsterdam,1
Lefortovo,Russia,55.76667,37.7,91000,144,Europe/Moscow,3
Leganes,Spain,40.32718,-3.7635,186066,672,Europe/Madrid,1
Legaspi,Philippines,13.14125,123.74073,179481,9,Asia/Manila,8
Legionowo,Poland,52.40149,20.92664,50786,77,Europe/Warsaw,1
Legnago,Italy,45.19365,11.30227,21646,15,Europe/Rome,1
Legnano,Italy,45.59788,8.91506,57589,206,Europe/Rome,1
Legnica,Poland,51.21006,16.1619,106033,121,Europe/Warsaw,1
Leh,India,34.16504,77.58402,37475,3502,Asia/Kolkata,5.5
Lehi,United States,40.39162,-111.85077,58486,1397,America/Denver,-7
Lehigh Acres,United States,26.62535,-81.6248,86784,13,America/New_York,-5
Lehrte,Germany,52.37193,9.97919,43920,60,Europe/Berlin,1
Leicester,United Kingdom,52.6386,-1.13169,508916,65,Europe/London,0
Leichlingen,Germany,51.10628,7.01873,27497,63,Europe/Berlin,1
Leiden,Netherlands,52.15833,4.49306,119713,6,Europe/Amsterdam,1
Leiderdorp,Netherlands,52.15833,4.52917,25966,4,Europe/Amsterdam,1
Leigh,United Kingdom,53.49642,-2.51973,43626,32,Europe/London,0
Leighton Buzzard,United Kingdom,51.91722,-0.65802,37469,97,Europe/London,0
Leimen,Germany,49.34737,8.68733,27190,112,Europe/Berlin,1
Leinfelden-Echterdingen,Germany,48.69406,9.16809,36672,422,Europe/Berlin,1
Leioa,Spain,43.32686,-2.98884,31197,24,Europe/Madrid,1
Leipzig,Germany,51.33962,12.37129,504971,116,Europe/Berlin,1
Leiria,Portugal,39.74362,-8.80705,45112,33,Europe/Lisbon,0
Leisure City,United States,25.49539,-80.42922,22655,10,America/New_York,-5
Leixlip,Ireland,53.36583,-6.49556,15452,48,Europe/Dublin,0
Leiyang,"China, People's Republic of",26.40238,112.85908,129116,69,Asia/Shanghai,8
Lekki,Nigeria,6.40948,4.09152,401272,48,Africa/Lagos,1
Leland,United States,34.25628,-78.04471,17924,5,America/New_York,-5
Lelydorp,Suriname,5.7,-55.23333,18223,8,America/Paramaribo,-3
Lelystad,Netherlands,52.50833,5.475,70741,-1,Europe/Amsterdam,1
Lemay,United States,38.53339,-90.27928,16645,145,America/Chicago,-6
Lembang,Indonesia,-6.81167,107.6175,183130,1252,Asia/Jakarta,7
Lembeni,Tanzania,-3.78333,37.61667,16008,979,Africa/Dar_es_Salaam,3
Leme,Brazil,-22.18556,-47.39028,81209,630,America/Sao_Paulo,-3
Lemgo,Germany,52.02786,8.89901,41943,100,Europe/Berlin,1
Lemon Grove,United States,32.74255,-117.03142,26709,135,America/Los_Angeles,-8
Lemont,United States,41.67364,-88.00173,16788,187,America/Chicago,-6
Lemoore,United States,36.30078,-119.78291,25647,70,America/Los_Angeles,-8
Lempaeaelae,Finland,61.31667,23.75,18096,85,Europe/Helsinki,2
Lenbe,Haiti,19.70603,-72.40336,32645,34,America/Port-au-Prince,-5
Lencois Paulista,Brazil,-22.59861,-48.80028,57375,562,America/Sao_Paulo,-3
Lend,Austria,47.08256,15.41589,31147,363,Europe/Vienna,1
Lenexa,United States,38.95362,-94.73357,52490,318,America/Chicago,-6
Lenger,Kazakhstan,42.18152,69.88582,21238,777,Asia/Almaty,6
Lengerich,Germany,52.18661,7.86043,22697,81,Europe/Berlin,1
Lengshuijiang,"China, People's Republic of",27.68806,111.42944,115399,194,Asia/Shanghai,8
Lengshuitan,"China, People's Republic of",26.4111,111.59559,88935,101,Asia/Shanghai,8
Leningradskaya,Russia,46.3214,39.3877,38712,29,Europe/Moscow,3
Leninogorsk,Russia,54.60256,52.46087,66263,223,Europe/Moscow,3
Leninsk,Russia,48.70233,45.19798,15167,-7,Europe/Volgograd,3
Leninsk-Kuznetsky,Russia,54.6567,86.1737,109023,223,Asia/Novokuznetsk,7
Leninskiye Gory,Russia,55.7,37.56667,30000,175,Europe/Moscow,3
Lennestadt,Germany,51.11721,8.06707,28102,271,Europe/Berlin,1
Lennox,United States,33.93807,-118.35258,22753,23,America/Los_Angeles,-8
Lenoir,United States,35.91402,-81.53898,17888,359,America/New_York,-5
Lens,France,50.43302,2.82791,38265,37,Europe/Paris,1
Lensk,Russia,60.72528,114.92778,23694,197,Asia/Yakutsk,9
Lentini,Italy,37.28556,14.99737,24102,61,Europe/Rome,1
Lents,United States,45.47984,-122.56731,20156,67,America/Los_Angeles,-8
Leo,Burkina Faso,11.10033,-2.10654,26884,349,Africa/Ouagadougou,0
Leogane,Haiti,18.5111,-72.63343,134190,18,America/Port-au-Prince,-5
Leominster,United States,42.52509,-71.75979,41569,124,America/New_York,-5
Leon,Nicaragua,12.43787,-86.87804,144538,107,America/Managua,-6
Leon,Spain,42.60003,-5.57032,134305,844,Europe/Madrid,1
Leon de los Aldama,Mexico,21.12908,-101.67374,1238962,1806,America/Mexico_City,-6
Leonberg,Germany,48.8,9.01667,45711,382,Europe/Berlin,1
Leonovo,Russia,55.85,37.65,30000,140,Europe/Moscow,3
Leopoldina,Brazil,-21.53194,-42.64306,46742,250,America/Sao_Paulo,-3
Leopoldshohe,Germany,52.01246,8.69834,16219,132,Europe/Berlin,1
Lepe,Spain,37.25482,-7.20433,25886,24,Europe/Madrid,1
Leposaviq,Kosovo,43.10389,20.80278,19000,468,Europe/Belgrade,1
Lerdo de Tejada,Mexico,18.62936,-95.51968,18715,9,America/Mexico_City,-6
Lere,Nigeria,10.38584,8.57286,93290,753,Africa/Lagos,1
Leribe,Lesotho,-28.87185,28.04501,47675,1645,Africa/Maseru,2
Lerida,Colombia,4.86242,-74.90977,20069,345,America/Bogota,-5
Lerma de Villada,Mexico,19.28881,-99.51163,22713,2587,America/Mexico_City,-6
Lermontov,Russia,44.10667,42.97333,23369,668,Europe/Moscow,3
Lerum,Sweden,57.77051,12.26904,26913,20,Europe/Stockholm,1
Les Abymes,Guadeloupe,16.273,-61.50507,63058,20,America/Guadeloupe,-4
Les Cayes,Haiti,18.19331,-73.74601,125799,9,America/Port-au-Prince,-5
Les Clayes-sous-Bois,France,48.82206,1.98677,17776,132,Europe/Paris,1
Les Corts,Spain,41.38712,2.13007,82270,73,Europe/Madrid,1
Les Coteaux,Canada,45.28338,-74.23254,17396,44,America/Toronto,-5
Les Herbiers,France,46.87095,-1.0156,15664,108,Europe/Paris,1
Les Lilas,France,48.87992,2.42057,21124,122,Europe/Paris,1
Les Mureaux,France,48.99173,1.90972,32134,25,Europe/Paris,1
Les Olives,France,43.32393,5.4584,15181,142,Europe/Paris,1
Les Pavillons-sous-Bois,France,48.90683,2.50648,19730,55,Europe/Paris,1
Les Pennes-Mirabeau,France,43.41012,5.30838,19871,151,Europe/Paris,1
"Les Sables-d'Olonne",France,46.49687,-1.7847,16105,7,Europe/Paris,1
Les Ulis,France,48.68167,2.16944,25785,163,Europe/Paris,1
Leshan,"China, People's Republic of",29.56227,103.76386,350207,375,Asia/Shanghai,8
Leskovac,Serbia,42.99806,21.94611,94758,230,Europe/Belgrade,1
Lesnoy,Russia,57.6198,59.80222,23834,122,Asia/Yekaterinburg,5
Lesosibirsk,Russia,58.23583,92.48278,65945,82,Asia/Krasnoyarsk,7
Lesozavodsk,Russia,45.47885,133.42825,41778,70,Asia/Vladivostok,10
Lessines,Belgium,50.71104,3.83579,17687,23,Europe/Brussels,1
Leszno,Poland,51.84034,16.57494,63565,90,Europe/Warsaw,1
Letchworth Garden City,United Kingdom,51.97938,-0.22664,43529,84,Europe/London,0
Leteri,India,24.05979,77.40858,15519,534,Asia/Kolkata,5.5
Lethbridge,Canada,49.69999,-112.81856,70617,907,America/Edmonton,-7
Leticia,Colombia,-4.21528,-69.94056,29666,82,America/Bogota,-5
Letlhakane,Botswana,-21.41494,25.59263,18136,984,Africa/Gaborone,2
Letnany,Czech Republic,50.13333,14.51667,15862,276,Europe/Prague,1
Letpandan,Myanmar,17.78664,95.75076,38936,23,Asia/Yangon,6.5
Letterkenny,Ireland,54.95,-7.73333,16901,8,Europe/Dublin,0
Leusden,Netherlands,52.1325,5.43194,29215,5,Europe/Amsterdam,1
Leutkirch,Germany,47.82672,10.0205,22362,655,Europe/Berlin,1
Leuven,Belgium,50.87959,4.70093,92892,28,Europe/Brussels,1
Levallois-Perret,France,48.89389,2.28864,62178,38,Europe/Paris,1
Leverkusen,Germany,51.0303,6.98432,162738,52,Europe/Berlin,1
Levice,Slovakia,48.21563,18.60705,37574,162,Europe/Bratislava,1
Levin,New Zealand,-40.63333,175.275,19789,38,Pacific/Auckland,13
Levis,Canada,46.80326,-71.17793,126396,87,America/Toronto,-5
Levittown,Puerto Rico,18.44995,-66.18156,29785,3,America/Puerto_Rico,-4
Levittown,United States,40.15511,-73.51429,51881,13,America/New_York,-5
Levoberezhnyy,Russia,55.85,37.48333,52000,168,Europe/Moscow,3
Lewes,United Kingdom,50.87398,0.0088,17297,27,Europe/London,0
Lewiston,United States,44.10035,-117.01766,32544,225,America/Los_Angeles,-5
Lewiston Orchards,United States,46.38044,-116.97543,31422,435,America/Los_Angeles,-8
Lewisville,United States,33.04623,-96.99417,104039,161,America/Chicago,-6
Lexington,United States,33.98154,-71.2245,19326,119,America/New_York,-5
Lexington-Fayette,United States,38.0498,-84.45855,314488,304,America/New_York,-5
Leyland,United Kingdom,53.69786,-2.68758,37614,39,Europe/London,0
Leytonstone,United Kingdom,51.56856,0.00768,54696,19,Europe/London,0
Leyva Solano,Mexico,25.66163,-108.637,27536,24,America/Mazatlan,-7
Lezhe,Albania,41.78361,19.64361,18695,7,Europe/Tirane,1
Lhasa,"China, People's Republic of",29.65,91.1,118721,3651,Asia/Shanghai,8
Lhokseumawe,Indonesia,5.1801,97.1507,88974,6,Asia/Jakarta,7
Liancheng,"China, People's Republic of",25.71826,116.74892,60504,379,Asia/Shanghai,8
Lianghu,"China, People's Republic of",29.99152,120.89845,155000,22,Asia/Shanghai,8
Liangji,"China, People's Republic of",33.96389,117.96944,52048,28,Asia/Shanghai,8
Liangxiang,"China, People's Republic of",39.73598,116.13295,76744,47,Asia/Shanghai,8
Liangzhai,"China, People's Republic of",34.5,116.75,54742,44,Asia/Shanghai,8
Lianhe,"China, People's Republic of",47.13333,129.27426,121367,173,Asia/Shanghai,8
Lianjiang,"China, People's Republic of",21.64673,110.28172,100341,46,Asia/Shanghai,8
Lianozovo,Russia,55.89783,37.5868,86000,168,Europe/Moscow,3
Lianshan,"China, People's Republic of",40.76432,120.85327,313247,17,Asia/Shanghai,8
Lianyuan,"China, People's Republic of",27.68833,111.66417,66501,151,Asia/Shanghai,8
Lianyungang,"China, People's Republic of",34.59845,119.21556,2001009,1,Asia/Shanghai,8
Lianzhou,"China, People's Republic of",24.78186,112.3712,92827,99,Asia/Shanghai,8
Liaocheng,"China, People's Republic of",36.45064,116.00247,226930,32,Asia/Shanghai,8
Liaoyang,"China, People's Republic of",41.27194,123.17306,687890,33,Asia/Shanghai,8
Liaoyuan,"China, People's Republic of",42.90361,125.13583,465249,263,Asia/Shanghai,8
Liaozhong,"China, People's Republic of",41.50611,122.72417,54691,16,Asia/Shanghai,8
Libano,Colombia,4.9218,-75.06232,28211,1575,America/Bogota,-5
Liben,Czech Republic,50.10819,14.47457,31756,192,Europe/Prague,1
Libenge,Democratic Republic of the Congo,3.65332,18.63566,27053,358,Africa/Kinshasa,1
Liberal,United States,37.04308,-100.921,20746,868,America/Chicago,-6
Liberec,Czech Republic,50.76711,15.05619,97770,359,Europe/Prague,1
Liberia,Costa Rica,10.63504,-85.43772,45380,148,America/Costa_Rica,-6
Libertad,Philippines,8.94417,125.50194,250353,8,Asia/Manila,8
Libertador General San Martin,Argentina,-23.80644,-64.78757,49267,485,America/Argentina/Jujuy,-3
Liberty,United States,39.24611,-94.41912,30450,274,America/Chicago,-6
Libertyville,United States,42.28308,-87.95313,20436,215,America/Chicago,-6
Libiaz,Poland,50.10396,19.31568,17834,285,Europe/Warsaw,1
Libon,Philippines,13.2997,123.4386,68846,18,Asia/Manila,8
Libourne,France,44.91449,-0.24186,24240,12,Europe/Paris,1
Libres,Mexico,19.46574,-97.68737,15536,2394,America/Mexico_City,-6
Libreville,Gabon,0.39241,9.45356,578156,8,Africa/Libreville,1
Licata,Italy,37.10267,13.93972,36537,14,Europe/Rome,1
Lice,Turkey,38.45821,40.63888,16336,979,Europe/Istanbul,3
Licenciado Benito Juarez (Campo Gobierno),Mexico,24.65667,-107.545,24185,11,America/Mazatlan,-7
Licheng,"China, People's Republic of",23.29549,113.82465,172775,24,Asia/Shanghai,8
Lichfield,United Kingdom,52.68154,-1.82549,32877,87,Europe/London,0
Lichinga,Mozambique,-13.31278,35.24056,109839,1349,Africa/Maputo,2
Lichtenberg,Germany,52.51395,13.49975,32888,52,Europe/Berlin,1
Lichtenburg,South Africa,-26.152,26.15968,65863,1486,Africa/Johannesburg,2
Lichtenfels,Germany,50.14567,11.05928,21336,263,Europe/Berlin,1
Lichtenrade,Germany,52.39844,13.40637,49489,45,Europe/Berlin,1
Lichtenvoorde,Netherlands,51.98667,6.56667,19590,22,Europe/Amsterdam,1
Lichterfelde,Germany,52.4333,13.30762,80149,47,Europe/Berlin,1
Lichuan,"China, People's Republic of",30.3,108.85,72653,1255,Asia/Shanghai,8
Lida,Belarus,53.88333,25.29972,98036,144,Europe/Minsk,3
Lidcombe,Australia,-33.86436,151.0397,19791,18,Australia/Sydney,11
Lidingoe,Sweden,59.36667,18.13333,42466,30,Europe/Stockholm,1
Lidkoeping,Sweden,58.50517,13.15765,22988,52,Europe/Stockholm,1
Lido,Italy,45.4105,12.36649,15719,5,Europe/Rome,1
Lido di Ostia,Italy,41.73212,12.27654,79400,12,Europe/Rome,1
Lidzbark Warminski,Poland,54.12588,20.57954,16540,71,Europe/Warsaw,1
Liege,Belgium,50.63373,5.56749,182597,66,Europe/Brussels,1
Liepaja,Latvia,56.50474,21.01085,85132,6,Europe/Riga,2
Lier,Belgium,51.13128,4.57041,33272,9,Europe/Brussels,1
Lieto,Finland,60.51032,22.46176,15258,15,Europe/Helsinki,2
Lievin,France,50.4198,2.78068,34370,46,Europe/Paris,1
Ligang,"China, People's Republic of",38.64643,106.43043,24165,1119,Asia/Shanghai,8
Liguo,"China, People's Republic of",34.55287,117.33296,54960,40,Asia/Shanghai,8
Liji,"China, People's Republic of",33.76667,117.78333,39691,25,Asia/Shanghai,8
Lijiang,"China, People's Republic of",26.86879,100.22072,1137600,2397,Asia/Shanghai,8
Lijun,"China, People's Republic of",38.18583,106.12,27723,1121,Asia/Shanghai,8
Likasi,Democratic Republic of the Congo,-10.98303,26.7384,422414,1288,Africa/Lubumbashi,2
Likhobory,Russia,55.85,37.56667,50000,147,Europe/Moscow,3
Likino-Dulevo,Russia,55.7083,38.9542,31100,135,Europe/Moscow,3
Likisa,East Timor,-8.5875,125.34194,19000,23,Asia/Dili,9
Lilienthal,Germany,53.14193,8.90338,18293,3,Europe/Berlin,1
Lilio,Philippines,14.1313,121.4362,15246,256,Asia/Manila,8
Lille,Belgium,51.24197,4.82313,15466,17,Europe/Brussels,1
Lille,France,50.63297,3.05858,228328,27,Europe/Paris,1
Lillehammer,Norway,61.11514,10.46628,19096,210,Europe/Oslo,1
Lillerod,Denmark,55.87496,12.34579,15359,45,Europe/Copenhagen,1
Liloan,Philippines,10.3991,123.9992,49198,8,Asia/Manila,8
Lilongwe,Malawi,-13.96692,33.78725,646750,1056,Africa/Blantyre,2
Lilydale,Australia,-37.75,145.35,16209,99,Australia/Melbourne,11
Lima,Peru,-12.04318,-77.02824,7737002,152,America/Lima,-5
Lima,United States,40.74255,-84.10523,37873,271,America/New_York,-5
Limache,Chile,-33.01667,-71.26667,35876,107,America/Santiago,-3
Limassol,Cyprus,34.68406,33.03794,154000,27,Asia/Nicosia,2
Limay,France,48.99553,1.74081,18559,52,Europe/Paris,1
Limay,Philippines,14.56194,120.59833,52824,7,Asia/Manila,8
Limbach-Oberfrohna,Germany,50.85882,12.76165,27056,358,Europe/Berlin,1
Limbang,Malaysia,4.75,115,26199,6,Asia/Kuching,8
Limbdi,India,22.56507,71.81076,41740,51,Asia/Kolkata,5.5
Limbe,Cameroon,4.02356,9.20607,72106,74,Africa/Douala,1
Limbiate,Italy,45.59951,9.12509,32062,183,Europe/Rome,1
Limburg an der Lahn,Germany,50.3836,8.0503,33820,138,Europe/Berlin,1
Limehouse,United Kingdom,51.51412,-0.03282,15986,12,Europe/London,0
Limeil-Brevannes,France,48.7448,2.48705,19104,67,Europe/Paris,1
Limeira,Brazil,-22.56472,-47.40167,289665,582,America/Sao_Paulo,-3
